Fecha,Turno,Línea,Unidades_Producidas,Unidades_Defectuosas,Tiempo_Paro,Operador
2024-02-16,Mañana,L1,952,11,25,OP01
2024-02-16,Mañana,L2,894,32,17,OP01
2024-02-16,Mañana,L3,972,22,13,OP08
2024-02-16,Mañana,L4,1184,23,2,OP03
2024-02-16,Tarde,L1,849,36,2,OP03
2024-02-16,Tarde,L2,1023,12,12,OP09
2024-02-16,Tarde,L3,1144,90,29,OP07
2024-02-16,Tarde,L4,1080,41,46,OP12
2024-02-16,Noche,L1,870,14,43,OP02
2024-02-16,Noche,L2,1023,59,21,OP08
2024-02-16,Noche,L3,1196,52,3,OP06
2024-02-16,Noche,L4,1167,61,32,OP09
2024-02-17,Mañana,L1,1144,84,36,OP03
2024-02-17,Mañana,L2,805,49,59,OP12
2024-02-17,Mañana,L3,849,52,42,OP10
2024-02-17,Mañana,L4,1117,26,49,OP01
2024-02-17,Tarde,L1,1186,21,16,OP04
2024-02-17,Tarde,L2,1020,32,35,OP04
2024-02-17,Tarde,L3,1030,40,4,OP05
2024-02-17,Tarde,L4,1066,43,4,OP06
2024-02-17,Noche,L1,936,48,18,OP11
2024-02-17,Noche,L2,1032,82,9,OP08
2024-02-17,Noche,L3,851,45,2,OP05
2024-02-17,Noche,L4,1052,67,17,OP03
2024-02-18,Mañana,L1,945,65,3,OP01
2024-02-18,Mañana,L2,1148,57,46,OP05
2024-02-18,Mañana,L3,828,58,35,OP01
2024-02-18,Mañana,L4,935,24,25,OP01
2024-02-18,Tarde,L1,1119,19,29,OP08
2024-02-18,Tarde,L2,1174,91,7,OP01
2024-02-18,Tarde,L3,1102,24,22,OP03
2024-02-18,Tarde,L4,1197,53,10,OP09
2024-02-18,Noche,L1,906,65,19,OP10
2024-02-18,Noche,L2,1053,29,23,OP09
2024-02-18,Noche,L3,901,12,11,OP01
2024-02-18,Noche,L4,1141,18,33,OP08
2024-02-19,Mañana,L1,1073,71,36,OP09
2024-02-19,Mañana,L2,1172,54,22,OP09
2024-02-19,Mañana,L3,950,32,32,OP08
2024-02-19,Mañana,L4,812,40,19,OP11
2024-02-19,Tarde,L1,926,47,35,OP11
2024-02-19,Tarde,L2,1167,16,21,OP07
2024-02-19,Tarde,L3,816,33,58,OP01
2024-02-19,Tarde,L4,1014,66,31,OP08
2024-02-19,Noche,L1,805,24,33,OP10
2024-02-19,Noche,L2,963,72,36,OP04
2024-02-19,Noche,L3,866,33,5,OP10
2024-02-19,Noche,L4,1032,15,33,OP10
2024-02-20,Mañana,L1,952,23,34,OP01
2024-02-20,Mañana,L2,1136,58,46,OP09
2024-02-20,Mañana,L3,1138,36,40,OP01
2024-02-20,Mañana,L4,1165,49,30,OP06
2024-02-20,Tarde,L1,1114,77,11,OP01
2024-02-20,Tarde,L2,1068,38,42,OP11
2024-02-20,Tarde,L3,1131,17,54,OP10
2024-02-20,Tarde,L4,1075,71,48,OP10
2024-02-20,Noche,L1,1156,66,3,OP10
2024-02-20,Noche,L2,1111,49,22,OP01
2024-02-20,Noche,L3,1105,42,50,OP01
2024-02-20,Noche,L4,917,72,9,OP07
2024-02-21,Mañana,L1,942,43,57,OP08
2024-02-21,Mañana,L2,1131,24,5,OP07
2024-02-21,Mañana,L3,1095,51,16,OP06
2024-02-21,Mañana,L4,821,58,55,OP02
2024-02-21,Tarde,L1,1091,39,49,OP09
2024-02-21,Tarde,L2,862,45,18,OP04
2024-02-21,Tarde,L3,1114,61,24,OP05
2024-02-21,Tarde,L4,959,55,58,OP09
2024-02-21,Noche,L1,1100,27,26,OP09
2024-02-21,Noche,L2,1066,26,18,OP04
2024-02-21,Noche,L3,940,34,14,OP07
2024-02-21,Noche,L4,1060,33,30,OP11
2024-02-22,Mañana,L1,913,49,20,OP06
2024-02-22,Mañana,L2,1081,66,31,OP02
2024-02-22,Mañana,L3,951,66,45,OP05
2024-02-22,Mañana,L4,901,62,22,OP01
2024-02-22,Tarde,L1,1027,45,14,OP01
2024-02-22,Tarde,L2,868,34,0,OP07
2024-02-22,Tarde,L3,1036,32,27,OP02
2024-02-22,Tarde,L4,955,64,37,OP04
2024-02-22,Noche,L1,954,28,3,OP04
2024-02-22,Noche,L2,1157,14,13,OP08
2024-02-22,Noche,L3,958,9,32,OP01
2024-02-22,Noche,L4,947,17,50,OP02
2024-02-23,Mañana,L1,825,23,34,OP08
2024-02-23,Mañana,L2,822,35,12,OP07
2024-02-23,Mañana,L3,1061,75,6,OP10
2024-02-23,Mañana,L4,1021,12,22,OP09
2024-02-23,Tarde,L1,1058,40,34,OP09
2024-02-23,Tarde,L2,919,27,18,OP09
2024-02-23,Tarde,L3,1124,44,4,OP07
2024-02-23,Tarde,L4,1185,23,49,OP04
2024-02-23,Noche,L1,940,37,31,OP04
2024-02-23,Noche,L2,1070,57,40,OP06
2024-02-23,Noche,L3,814,59,0,OP10
2024-02-23,Noche,L4,1137,35,1,OP01
2024-02-24,Mañana,L1,1014,69,18,OP12
2024-02-24,Mañana,L2,1145,44,49,OP10
2024-02-24,Mañana,L3,847,26,20,OP06
2024-02-24,Mañana,L4,824,13,13,OP03
2024-02-24,Tarde,L1,874,27,12,OP12
2024-02-24,Tarde,L2,834,26,29,OP01
2024-02-24,Tarde,L3,1088,34,6,OP02
2024-02-24,Tarde,L4,1066,17,32,OP09
2024-02-24,Noche,L1,889,24,23,OP08
2024-02-24,Noche,L2,893,59,45,OP07
2024-02-24,Noche,L3,887,64,37,OP07
2024-02-24,Noche,L4,1098,49,31,OP12
2024-02-25,Mañana,L1,1118,61,2,OP06
2024-02-25,Mañana,L2,1132,72,52,OP12
2024-02-25,Mañana,L3,1086,75,9,OP07
2024-02-25,Mañana,L4,801,19,28,OP04
2024-02-25,Tarde,L1,895,33,28,OP12
2024-02-25,Tarde,L2,903,37,18,OP12
2024-02-25,Tarde,L3,910,56,16,OP06
2024-02-25,Tarde,L4,819,22,28,OP09
2024-02-25,Noche,L1,892,46,16,OP03
2024-02-25,Noche,L2,1158,45,9,OP01
2024-02-25,Noche,L3,895,34,5,OP10
2024-02-25,Noche,L4,868,10,21,OP06
2024-02-26,Mañana,L1,945,34,30,OP12
2024-02-26,Mañana,L2,846,61,0,OP03
2024-02-26,Mañana,L3,1170,89,14,OP10
2024-02-26,Mañana,L4,1115,76,43,OP06
2024-02-26,Tarde,L1,1044,65,40,OP08
2024-02-26,Tarde,L2,877,47,59,OP11
2024-02-26,Tarde,L3,1024,61,3,OP09
2024-02-26,Tarde,L4,818,43,20,OP04
2024-02-26,Noche,L1,995,57,35,OP10
2024-02-26,Noche,L2,1037,32,15,OP09
2024-02-26,Noche,L3,917,15,41,OP06
2024-02-26,Noche,L4,812,56,49,OP10
2024-02-27,Mañana,L1,1044,79,0,OP05
2024-02-27,Mañana,L2,1066,71,17,OP04
2024-02-27,Mañana,L3,831,27,14,OP09
2024-02-27,Mañana,L4,1090,55,1,OP10
2024-02-27,Tarde,L1,913,29,10,OP02
2024-02-27,Tarde,L2,1122,53,8,OP10
2024-02-27,Tarde,L3,857,60,50,OP05
2024-02-27,Tarde,L4,814,20,14,OP02
2024-02-27,Noche,L1,1164,82,38,OP01
2024-02-27,Noche,L2,1072,38,27,OP02
2024-02-27,Noche,L3,866,42,43,OP04
2024-02-27,Noche,L4,996,55,59,OP03
2024-02-28,Mañana,L1,1106,67,48,OP02
2024-02-28,Mañana,L2,1144,69,22,OP05
2024-02-28,Mañana,L3,876,49,7,OP11
2024-02-28,Mañana,L4,1090,56,8,OP02
2024-02-28,Tarde,L1,938,15,26,OP06
2024-02-28,Tarde,L2,904,70,43,OP03
2024-02-28,Tarde,L3,1065,79,21,OP04
2024-02-28,Tarde,L4,928,46,36,OP07
2024-02-28,Noche,L1,1140,55,29,OP11
2024-02-28,Noche,L2,876,17,22,OP10
2024-02-28,Noche,L3,820,49,59,OP04
2024-02-28,Noche,L4,1036,17,47,OP11
2024-02-29,Mañana,L1,1142,29,33,OP12
2024-02-29,Mañana,L2,902,57,57,OP02
2024-02-29,Mañana,L3,1154,56,47,OP10
2024-02-29,Mañana,L4,1081,17,51,OP04
2024-02-29,Tarde,L1,921,31,2,OP12
2024-02-29,Tarde,L2,1144,27,47,OP12
2024-02-29,Tarde,L3,1044,18,8,OP02
2024-02-29,Tarde,L4,810,22,7,OP05
2024-02-29,Noche,L1,857,22,11,OP03
2024-02-29,Noche,L2,802,35,20,OP02
2024-02-29,Noche,L3,887,12,24,OP02
2024-02-29,Noche,L4,958,41,46,OP09
2024-03-01,Mañana,L1,802,28,6,OP05
2024-03-01,Mañana,L2,1003,45,10,OP01
2024-03-01,Mañana,L3,802,27,54,OP07
2024-03-01,Mañana,L4,1140,68,5,OP07
2024-03-01,Tarde,L1,1165,92,27,OP03
2024-03-01,Tarde,L2,1122,30,36,OP05
2024-03-01,Tarde,L3,952,13,58,OP09
2024-03-01,Tarde,L4,1141,57,45,OP09
2024-03-01,Noche,L1,1179,92,26,OP02
2024-03-01,Noche,L2,837,29,55,OP12
2024-03-01,Noche,L3,806,8,42,OP03
2024-03-01,Noche,L4,1068,22,58,OP10
2024-03-02,Mañana,L1,831,26,51,OP02
2024-03-02,Mañana,L2,826,16,0,OP10
2024-03-02,Mañana,L3,1107,30,13,OP09
2024-03-02,Mañana,L4,878,12,21,OP10
2024-03-02,Tarde,L1,815,26,17,OP04
2024-03-02,Tarde,L2,1085,82,35,OP07
2024-03-02,Tarde,L3,1149,17,1,OP01
2024-03-02,Tarde,L4,1018,28,57,OP01
2024-03-02,Noche,L1,1066,79,45,OP03
2024-03-02,Noche,L2,1134,37,45,OP06
2024-03-02,Noche,L3,1080,77,40,OP06
2024-03-02,Noche,L4,898,50,6,OP03
2024-03-03,Mañana,L1,1103,72,51,OP03
2024-03-03,Mañana,L2,908,46,31,OP09
2024-03-03,Mañana,L3,912,41,56,OP12
2024-03-03,Mañana,L4,836,47,40,OP06
2024-03-03,Tarde,L1,1048,30,38,OP01
2024-03-03,Tarde,L2,1119,35,14,OP08
2024-03-03,Tarde,L3,1185,34,25,OP01
2024-03-03,Tarde,L4,946,19,47,OP09
2024-03-03,Noche,L1,1053,51,24,OP10
2024-03-03,Noche,L2,1169,12,9,OP03
2024-03-03,Noche,L3,887,27,58,OP01
2024-03-03,Noche,L4,1127,42,57,OP08
2024-03-04,Mañana,L1,1160,49,58,OP11
2024-03-04,Mañana,L2,914,20,20,OP05
2024-03-04,Mañana,L3,995,30,58,OP08
2024-03-04,Mañana,L4,1069,63,43,OP08
2024-03-04,Tarde,L1,804,52,25,OP08
2024-03-04,Tarde,L2,858,15,7,OP08
2024-03-04,Tarde,L3,1116,62,34,OP06
2024-03-04,Tarde,L4,980,29,1,OP08
2024-03-04,Noche,L1,1195,83,35,OP12
2024-03-04,Noche,L2,807,34,58,OP06
2024-03-04,Noche,L3,928,69,2,OP08
2024-03-04,Noche,L4,1150,32,22,OP02
2024-03-05,Mañana,L1,847,40,45,OP07
2024-03-05,Mañana,L2,946,36,43,OP10
2024-03-05,Mañana,L3,937,32,22,OP07
2024-03-05,Mañana,L4,827,65,29,OP05
2024-03-05,Tarde,L1,1091,86,32,OP03
2024-03-05,Tarde,L2,1190,36,10,OP07
2024-03-05,Tarde,L3,900,9,11,OP08
2024-03-05,Tarde,L4,918,49,16,OP08
2024-03-05,Noche,L1,883,21,53,OP07
2024-03-05,Noche,L2,1166,12,27,OP03
2024-03-05,Noche,L3,1083,51,34,OP03
2024-03-05,Noche,L4,808,33,31,OP03
2024-03-06,Mañana,L1,906,13,48,OP01
2024-03-06,Mañana,L2,1000,54,23,OP11
2024-03-06,Mañana,L3,869,45,52,OP04
2024-03-06,Mañana,L4,1147,20,24,OP03
2024-03-06,Tarde,L1,1132,49,40,OP10
2024-03-06,Tarde,L2,928,41,41,OP01
2024-03-06,Tarde,L3,879,34,5,OP12
2024-03-06,Tarde,L4,1183,26,57,OP01
2024-03-06,Noche,L1,824,13,4,OP09
2024-03-06,Noche,L2,1047,62,39,OP03
2024-03-06,Noche,L3,1030,37,23,OP01
2024-03-06,Noche,L4,872,15,54,OP02
2024-03-07,Mañana,L1,805,52,37,OP04
2024-03-07,Mañana,L2,924,35,10,OP12
2024-03-07,Mañana,L3,1161,75,7,OP03
2024-03-07,Mañana,L4,1014,42,12,OP09
2024-03-07,Tarde,L1,941,57,53,OP12
2024-03-07,Tarde,L2,874,64,23,OP07
2024-03-07,Tarde,L3,977,49,45,OP03
2024-03-07,Tarde,L4,952,47,6,OP10
2024-03-07,Noche,L1,870,67,51,OP03
2024-03-07,Noche,L2,1168,15,39,OP12
2024-03-07,Noche,L3,1059,29,9,OP07
2024-03-07,Noche,L4,907,52,27,OP12
2024-03-08,Mañana,L1,938,43,14,OP01
2024-03-08,Mañana,L2,1086,83,31,OP07
2024-03-08,Mañana,L3,920,72,35,OP12
2024-03-08,Mañana,L4,1100,44,5,OP10
2024-03-08,Tarde,L1,1036,78,14,OP10
2024-03-08,Tarde,L2,1126,40,54,OP02
2024-03-08,Tarde,L3,936,25,36,OP10
2024-03-08,Tarde,L4,1044,50,23,OP10
2024-03-08,Noche,L1,982,43,10,OP09
2024-03-08,Noche,L2,908,59,48,OP05
2024-03-08,Noche,L3,814,57,45,OP10
2024-03-08,Noche,L4,814,38,43,OP09
2024-03-09,Mañana,L1,898,20,36,OP03
2024-03-09,Mañana,L2,1163,31,6,OP11
2024-03-09,Mañana,L3,1117,55,5,OP10
2024-03-09,Mañana,L4,1019,71,30,OP10
2024-03-09,Tarde,L1,1103,72,33,OP08
2024-03-09,Tarde,L2,891,70,16,OP12
2024-03-09,Tarde,L3,987,21,50,OP01
2024-03-09,Tarde,L4,853,17,33,OP02
2024-03-09,Noche,L1,881,26,12,OP12
2024-03-09,Noche,L2,877,20,58,OP10
2024-03-09,Noche,L3,1195,64,15,OP05
2024-03-09,Noche,L4,846,14,18,OP09
2024-03-10,Mañana,L1,971,59,18,OP05
2024-03-10,Mañana,L2,955,47,16,OP11
2024-03-10,Mañana,L3,990,19,50,OP03
2024-03-10,Mañana,L4,866,31,40,OP11
2024-03-10,Tarde,L1,853,18,53,OP06
2024-03-10,Tarde,L2,884,58,26,OP09
2024-03-10,Tarde,L3,1063,62,20,OP01
2024-03-10,Tarde,L4,989,13,21,OP09
2024-03-10,Noche,L1,951,23,20,OP10
2024-03-10,Noche,L2,1113,42,56,OP04
2024-03-10,Noche,L3,949,50,0,OP12
2024-03-10,Noche,L4,836,24,37,OP07
2024-03-11,Mañana,L1,1051,35,47,OP06
2024-03-11,Mañana,L2,1133,35,24,OP05
2024-03-11,Mañana,L3,1104,44,19,OP06
2024-03-11,Mañana,L4,806,58,13,OP04
2024-03-11,Tarde,L1,950,20,25,OP11
2024-03-11,Tarde,L2,1152,83,13,OP08
2024-03-11,Tarde,L3,1039,45,32,OP04
2024-03-11,Tarde,L4,1143,42,0,OP05
2024-03-11,Noche,L1,876,16,44,OP10
2024-03-11,Noche,L2,847,17,54,OP07
2024-03-11,Noche,L3,1140,12,52,OP01
2024-03-11,Noche,L4,1045,43,11,OP10
2024-03-12,Mañana,L1,975,36,47,OP01
2024-03-12,Mañana,L2,968,30,33,OP03
2024-03-12,Mañana,L3,812,27,15,OP10
2024-03-12,Mañana,L4,995,75,26,OP07
2024-03-12,Tarde,L1,1090,82,37,OP08
2024-03-12,Tarde,L2,953,26,56,OP10
2024-03-12,Tarde,L3,1150,59,49,OP09
2024-03-12,Tarde,L4,904,51,10,OP07
2024-03-12,Noche,L1,1081,57,42,OP11
2024-03-12,Noche,L2,892,28,7,OP04
2024-03-12,Noche,L3,936,32,28,OP08
2024-03-12,Noche,L4,994,33,40,OP12
2024-03-13,Mañana,L1,1015,41,13,OP09
2024-03-13,Mañana,L2,819,64,42,OP09
2024-03-13,Mañana,L3,872,60,54,OP04
2024-03-13,Mañana,L4,1034,21,46,OP08
2024-03-13,Tarde,L1,916,46,24,OP10
2024-03-13,Tarde,L2,938,25,13,OP08
2024-03-13,Tarde,L3,992,40,6,OP01
2024-03-13,Tarde,L4,841,29,12,OP06
2024-03-13,Noche,L1,1096,72,7,OP10
2024-03-13,Noche,L2,1118,42,21,OP06
2024-03-13,Noche,L3,870,51,4,OP01
2024-03-13,Noche,L4,958,21,47,OP12
2024-03-14,Mañana,L1,869,48,30,OP01
2024-03-14,Mañana,L2,1057,42,9,OP06
2024-03-14,Mañana,L3,982,78,20,OP05
2024-03-14,Mañana,L4,873,53,41,OP10
2024-03-14,Tarde,L1,962,55,49,OP03
2024-03-14,Tarde,L2,1172,73,15,OP02
2024-03-14,Tarde,L3,894,60,45,OP07
2024-03-14,Tarde,L4,960,59,18,OP10
2024-03-14,Noche,L1,972,34,5,OP02
2024-03-14,Noche,L2,1018,37,28,OP04
2024-03-14,Noche,L3,889,18,36,OP09
2024-03-14,Noche,L4,1117,45,31,OP08
2024-03-15,Mañana,L1,915,65,47,OP10
2024-03-15,Mañana,L2,1048,30,30,OP11
2024-03-15,Mañana,L3,969,55,9,OP01
2024-03-15,Mañana,L4,928,45,37,OP09
2024-03-15,Tarde,L1,854,57,3,OP07
2024-03-15,Tarde,L2,942,39,1,OP08
2024-03-15,Tarde,L3,867,28,36,OP05
2024-03-15,Tarde,L4,1135,61,19,OP09
2024-03-15,Noche,L1,1157,80,47,OP05
2024-03-15,Noche,L2,1134,77,42,OP03
2024-03-15,Noche,L3,820,40,31,OP02
2024-03-15,Noche,L4,1180,72,0,OP01
2024-03-16,Mañana,L1,965,64,32,OP12
2024-03-16,Mañana,L2,1105,73,40,OP03
2024-03-16,Mañana,L3,958,56,10,OP04
2024-03-16,Mañana,L4,948,22,28,OP08
2024-03-16,Tarde,L1,1179,45,41,OP03
2024-03-16,Tarde,L2,1028,70,9,OP07
2024-03-16,Tarde,L3,896,56,55,OP02
2024-03-16,Tarde,L4,809,31,32,OP09
2024-03-16,Noche,L1,1042,74,26,OP08
2024-03-16,Noche,L2,884,51,18,OP04
2024-03-16,Noche,L3,909,12,50,OP06
2024-03-16,Noche,L4,1028,36,34,OP01
2024-03-17,Mañana,L1,1034,79,53,OP01
2024-03-17,Mañana,L2,821,39,4,OP08
2024-03-17,Mañana,L3,966,73,15,OP12
2024-03-17,Mañana,L4,1193,48,1,OP05
2024-03-17,Tarde,L1,1033,43,44,OP11
2024-03-17,Tarde,L2,1010,32,44,OP04
2024-03-17,Tarde,L3,1178,93,26,OP12
2024-03-17,Tarde,L4,803,29,1,OP10
2024-03-17,Noche,L1,925,63,26,OP05
2024-03-17,Noche,L2,1054,33,18,OP06
2024-03-17,Noche,L3,869,58,36,OP12
2024-03-17,Noche,L4,1070,35,0,OP01
2024-03-18,Mañana,L1,1052,65,11,OP08
2024-03-18,Mañana,L2,1101,83,12,OP05
2024-03-18,Mañana,L3,886,28,45,OP01
2024-03-18,Mañana,L4,1194,34,7,OP09
2024-03-18,Tarde,L1,999,40,12,OP08
2024-03-18,Tarde,L2,887,68,36,OP06
2024-03-18,Tarde,L3,1094,74,13,OP07
2024-03-18,Tarde,L4,814,15,51,OP12
2024-03-18,Noche,L1,1176,85,42,OP07
2024-03-18,Noche,L2,951,48,41,OP06
2024-03-18,Noche,L3,892,68,36,OP02
2024-03-18,Noche,L4,1113,82,45,OP06
2024-03-19,Mañana,L1,843,28,51,OP08
2024-03-19,Mañana,L2,884,23,34,OP12
2024-03-19,Mañana,L3,1001,11,32,OP04
2024-03-19,Mañana,L4,1128,75,23,OP06
2024-03-19,Tarde,L1,1003,45,56,OP09
2024-03-19,Tarde,L2,858,34,59,OP02
2024-03-19,Tarde,L3,840,41,10,OP05
2024-03-19,Tarde,L4,999,41,4,OP08
2024-03-19,Noche,L1,837,64,56,OP08
2024-03-19,Noche,L2,845,44,25,OP09
2024-03-19,Noche,L3,943,70,54,OP10
2024-03-19,Noche,L4,984,12,24,OP02
2024-03-20,Mañana,L1,958,66,27,OP03
2024-03-20,Mañana,L2,899,36,12,OP09
2024-03-20,Mañana,L3,1074,60,34,OP02
2024-03-20,Mañana,L4,1173,60,8,OP02
2024-03-20,Tarde,L1,998,66,13,OP12
2024-03-20,Tarde,L2,931,67,22,OP08
2024-03-20,Tarde,L3,1063,52,31,OP04
2024-03-20,Tarde,L4,1005,33,39,OP03
2024-03-20,Noche,L1,941,54,22,OP03
2024-03-20,Noche,L2,1143,72,52,OP06
2024-03-20,Noche,L3,875,60,28,OP12
2024-03-20,Noche,L4,1110,16,36,OP03
2024-03-21,Mañana,L1,827,47,52,OP12
2024-03-21,Mañana,L2,871,39,34,OP10
2024-03-21,Mañana,L3,1184,67,23,OP07
2024-03-21,Mañana,L4,921,47,5,OP10
2024-03-21,Tarde,L1,914,24,47,OP02
2024-03-21,Tarde,L2,1128,29,31,OP03
2024-03-21,Tarde,L3,1119,38,28,OP08
2024-03-21,Tarde,L4,909,13,27,OP06
2024-03-21,Noche,L1,1078,74,59,OP11
2024-03-21,Noche,L2,1008,72,20,OP06
2024-03-21,Noche,L3,1063,15,47,OP12
2024-03-21,Noche,L4,928,67,0,OP07
2024-03-22,Mañana,L1,822,46,17,OP12
2024-03-22,Mañana,L2,868,13,17,OP04
2024-03-22,Mañana,L3,1084,26,23,OP07
2024-03-22,Mañana,L4,995,29,38,OP07
2024-03-22,Tarde,L1,1152,21,28,OP01
2024-03-22,Tarde,L2,835,54,3,OP11
2024-03-22,Tarde,L3,1149,89,37,OP03
2024-03-22,Tarde,L4,878,44,18,OP07
2024-03-22,Noche,L1,828,21,35,OP10
2024-03-22,Noche,L2,1074,69,3,OP11
2024-03-22,Noche,L3,926,41,32,OP10
2024-03-22,Noche,L4,961,20,2,OP03
2024-03-23,Mañana,L1,1132,70,36,OP12
2024-03-23,Mañana,L2,1167,41,40,OP12
2024-03-23,Mañana,L3,1169,64,52,OP11
2024-03-23,Mañana,L4,1117,21,53,OP10
2024-03-23,Tarde,L1,963,25,31,OP12
2024-03-23,Tarde,L2,1105,75,38,OP01
2024-03-23,Tarde,L3,1170,22,59,OP02
2024-03-23,Tarde,L4,836,36,53,OP01
2024-03-23,Noche,L1,1096,48,41,OP11
2024-03-23,Noche,L2,1018,27,52,OP11
2024-03-23,Noche,L3,1173,88,33,OP11
2024-03-23,Noche,L4,1116,78,36,OP03
2024-03-24,Mañana,L1,1126,79,26,OP01
2024-03-24,Mañana,L2,955,22,41,OP03
2024-03-24,Mañana,L3,1003,52,38,OP04
2024-03-24,Mañana,L4,937,18,42,OP03
2024-03-24,Tarde,L1,820,55,49,OP07
2024-03-24,Tarde,L2,1147,91,6,OP09
2024-03-24,Tarde,L3,1099,22,45,OP11
2024-03-24,Tarde,L4,921,18,22,OP11
2024-03-24,Noche,L1,814,26,1,OP04
2024-03-24,Noche,L2,842,40,41,OP07
2024-03-24,Noche,L3,1003,48,20,OP07
2024-03-24,Noche,L4,1107,41,40,OP10
2024-03-25,Mañana,L1,1047,64,41,OP09
2024-03-25,Mañana,L2,1145,25,51,OP08
2024-03-25,Mañana,L3,957,9,12,OP07
2024-03-25,Mañana,L4,930,26,10,OP09
2024-03-25,Tarde,L1,890,57,29,OP11
2024-03-25,Tarde,L2,905,17,42,OP12
2024-03-25,Tarde,L3,1059,62,53,OP02
2024-03-25,Tarde,L4,889,57,27,OP05
2024-03-25,Noche,L1,1095,79,44,OP07
2024-03-25,Noche,L2,968,15,56,OP09
2024-03-25,Noche,L3,1168,64,29,OP07
2024-03-25,Noche,L4,1045,82,26,OP02
2024-03-26,Mañana,L1,842,17,45,OP11
2024-03-26,Mañana,L2,1146,87,21,OP04
2024-03-26,Mañana,L3,925,12,17,OP12
2024-03-26,Mañana,L4,1032,53,24,OP06
2024-03-26,Tarde,L1,1179,47,52,OP08
2024-03-26,Tarde,L2,1160,62,10,OP11
2024-03-26,Tarde,L3,1049,59,25,OP11
2024-03-26,Tarde,L4,933,13,14,OP03
2024-03-26,Noche,L1,1127,58,15,OP08
2024-03-26,Noche,L2,1179,47,4,OP06
2024-03-26,Noche,L3,1193,91,43,OP07
2024-03-26,Noche,L4,1164,13,53,OP09
2024-03-27,Mañana,L1,884,28,11,OP08
2024-03-27,Mañana,L2,976,50,10,OP04
2024-03-27,Mañana,L3,1074,35,10,OP06
2024-03-27,Mañana,L4,1085,66,17,OP10
2024-03-27,Tarde,L1,950,68,4,OP05
2024-03-27,Tarde,L2,883,26,46,OP07
2024-03-27,Tarde,L3,927,72,31,OP06
2024-03-27,Tarde,L4,1146,47,43,OP06
2024-03-27,Noche,L1,1050,20,9,OP07
2024-03-27,Noche,L2,909,44,51,OP05
2024-03-27,Noche,L3,901,64,25,OP09
2024-03-27,Noche,L4,1048,40,28,OP03
2024-03-28,Mañana,L1,1014,36,6,OP01
2024-03-28,Mañana,L2,931,19,56,OP08
2024-03-28,Mañana,L3,1020,69,30,OP02
2024-03-28,Mañana,L4,1165,91,28,OP12
2024-03-28,Tarde,L1,950,57,52,OP12
2024-03-28,Tarde,L2,972,39,41,OP08
2024-03-28,Tarde,L3,901,56,41,OP02
2024-03-28,Tarde,L4,1173,77,13,OP06
2024-03-28,Noche,L1,941,35,56,OP11
2024-03-28,Noche,L2,1002,65,47,OP03
2024-03-28,Noche,L3,952,29,20,OP07
2024-03-28,Noche,L4,946,36,57,OP08
2024-03-29,Mañana,L1,980,16,35,OP07
2024-03-29,Mañana,L2,1193,45,3,OP02
2024-03-29,Mañana,L3,926,41,24,OP04
2024-03-29,Mañana,L4,1151,60,31,OP09
2024-03-29,Tarde,L1,808,60,52,OP05
2024-03-29,Tarde,L2,1027,11,25,OP04
2024-03-29,Tarde,L3,823,10,31,OP06
2024-03-29,Tarde,L4,878,14,26,OP05
2024-03-29,Noche,L1,1078,45,2,OP09
2024-03-29,Noche,L2,853,36,53,OP05
2024-03-29,Noche,L3,1153,49,33,OP10
2024-03-29,Noche,L4,856,21,55,OP03
2024-03-30,Mañana,L1,1079,42,46,OP03
2024-03-30,Mañana,L2,877,55,5,OP06
2024-03-30,Mañana,L3,828,37,53,OP08
2024-03-30,Mañana,L4,868,43,52,OP05
2024-03-30,Tarde,L1,1037,18,22,OP03
2024-03-30,Tarde,L2,1095,73,49,OP03
2024-03-30,Tarde,L3,824,26,49,OP04
2024-03-30,Tarde,L4,831,17,59,OP09
2024-03-30,Noche,L1,824,60,10,OP12
2024-03-30,Noche,L2,1076,75,8,OP06
2024-03-30,Noche,L3,868,53,16,OP04
2024-03-30,Noche,L4,1140,69,2,OP09
2024-03-31,Mañana,L1,1038,35,11,OP02
2024-03-31,Mañana,L2,957,24,19,OP10
2024-03-31,Mañana,L3,1162,23,30,OP08
2024-03-31,Mañana,L4,1002,49,49,OP09
2024-03-31,Tarde,L1,1061,51,16,OP08
2024-03-31,Tarde,L2,1078,65,39,OP01
2024-03-31,Tarde,L3,1121,79,22,OP01
2024-03-31,Tarde,L4,1103,34,36,OP06
2024-03-31,Noche,L1,831,29,54,OP06
2024-03-31,Noche,L2,854,47,26,OP07
2024-03-31,Noche,L3,1134,82,38,OP06
2024-03-31,Noche,L4,1103,73,33,OP03
2024-04-01,Mañana,L1,850,26,35,OP01
2024-04-01,Mañana,L2,869,9,47,OP03
2024-04-01,Mañana,L3,1159,88,32,OP11
2024-04-01,Mañana,L4,988,38,56,OP03
2024-04-01,Tarde,L1,803,61,14,OP07
2024-04-01,Tarde,L2,926,63,9,OP03
2024-04-01,Tarde,L3,1153,80,58,OP12
2024-04-01,Tarde,L4,925,70,23,OP06
2024-04-01,Noche,L1,1135,61,33,OP04
2024-04-01,Noche,L2,1113,59,19,OP10
2024-04-01,Noche,L3,966,76,23,OP12
2024-04-01,Noche,L4,921,25,1,OP11
2024-04-02,Mañana,L1,1170,76,59,OP05
2024-04-02,Mañana,L2,1047,19,9,OP03
